1-0-0,0,0,0,なし
1-2-43,0,0,0,不明
1-2-44,0,0,0,不明
1-2-45,0,0,0,不明
1-2-46,0,0,0,不明
1-2-47,0,0,0,不明
1-2-48,0,0,0,不明
1-2-49,0,0,0,不明
1-2-50,0,0,0,不明
1-2-51,0,0,0,不明
1-2-52,0,0,0,不明
1-2-53,0,0,0,不明
1-2-54,0,0,0,不明
1-2-55,0,0,0,不明
1-2-56,0,0,0,不明
1-2-57,0,0,0,不明
1-2-58,0,0,0,不明
1-2-59,0,0,0,不明
1-2-60,0,0,0,不明
1-2-61,0,0,0,不明
1-2-62,0,0,0,不明
1-2-63,0,0,0,不明
1-2-64,0,0,0,不明
1-2-65,0,0,0,不明
1-2-66,0,0,0,不明
1-2-67,0,0,0,不明
1-2-68,0,0,0,不明
1-2-69,0,0,0,不明
1-2-70,0,0,0,不明
1-2-72,0,0,0,不明
1-2-73,0,0,0,不明
1-2-74,0,0,0,不明
1-2-75,0,0,0,不明
1-2-76,0,0,0,不明
1-2-77,0,0,0,不明
1-2-78,0,0,0,不明
1-2-79,0,0,0,不明
1-2-80,0,0,0,不明
1-2-81,0,0,0,不明
1-2-82,0,0,0,不明
1-2-83,0,0,0,不明
1-2-84,0,0,0,不明
1-2-85,0,0,0,不明
1-2-86,0,0,0,不明
1-2-87,0,0,0,不明
1-2-88,0,0,0,不明
1-2-89,0,0,0,不明
1-2-90,0,0,0,不明
1-2-91,0,0,0,不明
1-2-92,0,0,0,不明
1-2-93,0,0,0,不明
1-2-94,0,0,0,不明
1-2-95,0,0,0,不明
1-2-96,0,0,0,不明
1-2-97,0,0,0,不明
1-2-98,0,0,0,不明
1-2-99,0,0,0,不明
1-2-100,0,0,0,不明
1-2-101,0,0,0,不明
1-2-102,0,0,0,不明
1-2-103,0,0,0,不明
1-2-104,0,0,0,不明
1-2-105,0,0,0,不明
1-2-106,0,0,0,不明
1-2-107,0,0,0,不明
1-2-108,0,0,0,不明
1-2-109,0,0,0,不明
1-2-110,0,0,0,不明
1-2-111,0,0,0,不明
1-2-113,0,0,0,不明
1-2-114,0,0,0,不明
1-2-115,0,0,0,不明
1-2-116,0,0,0,不明
1-2-117,0,0,0,不明
1-2-118,0,0,0,不明
1-2-119,0,0,0,不明
1-2-121,0,0,0,不明
1-2-122,0,0,0,不明
1-2-123,0,0,0,不明
1-2-124,0,0,0,不明
1-2-125,0,0,0,不明
1-303-26,107,5,-91,不明
2-0-0,0,0,0,テリガン岬
2-0-1,467,5,-48,東アルテパ砂漠
2-0-2,-41,0,-147,聖地ジ・タ
2-0-3,0,8,-153,ロ・メーヴ
2-0-4,-442,-16,-399,ユタンガ大森林
2-0-5,-280,0,-145,ヨアトル大森林
2-0-6,-822,11,-617,西アルテパ砂漠
2-0-7,138,5,-60,慟哭の谷
2-0-8,4,19,-105,ボヤーダ樹
2-0-9,85,-6,39,龍のねぐら
2-0-10,58,-1,-68,ウガレピ寺院
2-0-11,198,0,0,宣託の間
2-0-12,-60,-9,61,満月の泉
2-0-13,478,39,139,コロロカの洞門
2-0-14,-4,38,-299,クフタルの洞門
2-0-15,-59,0,435,海蛇の洞窟
2-0-16,0,-2,41,トゥーリア
2-0-17,23,18,30,突風の回廊
2-0-18,23,18,30,雷鳴の回廊
2-0-19,23,18,30,凍結の回廊
2-0-20,-70,-18,-12,イフリートの釜
2-0-21,23,18,30,灼熱の回廊
2-0-22,23,18,30,震動の回廊
2-0-23,23,18,30,海流の回廊
2-0-24,0,0,0,飛空挺
2-0-25,-5,3,-1,カザム
2-0-27,0,0,0,ノーグ
2-0-28,0,0,0,不明
2-0-29,0,0,0,不明
2-0-30,0,0,0,不明
2-0-31,0,0,0,不明
2-0-32,0,0,0,不明
2-0-33,0,0,0,不明
2-0-34,0,0,0,不明
2-0-35,0,0,0,不明
2-0-36,0,0,0,不明
2-0-37,0,0,0,不明
2-12-107,0+,43,-204,ル・オンの庭
2-12-108,-419,40,-419,ボスディン氷河
2-12-109,-139,20,139,ザルカバード
2-12-110,48,20,97,怨念洞
2-12-111,29,0,-18,生け贄の間
2-12-112,356,23,-257,ヴェルガノン宮殿
2-12-113,-42,1,-245,ル・アビタウ神殿
2-12-114,-12,18,14,ラ・ロフの劇場
2-12-115,-45,19,-25,宿星の座
2-12-116,-102,0,-47,南サンドリア
2-12-117,-15,1,-124,バストゥーク鉱山区
2-12-118,95,2,-150,ウィンダス石の区
2-12-119,0,0,-105,ジュノ・ルルデの庭
2-12-120,-737,15,-501,流砂洞
2-12-121,269,49,58,グスタフの洞門
2-12-122,-53,20,-332,オンゾゾの迷路
2-12-123,15,3,-97,ラバオ
2-15-122,-19,-19,21,コンシュタット高地
2-15-123,0,-15,0,メリファト山地
2-15-124,0,0,0,不明
2-16-2,0,8,-151,ロ・メーヴ
2-21-114,0,20,149,神々の間
3-0-0,0,0,0,バージ
3-0-1,-479,5,682,ギルド桟橋
3-0-2,0,2,0,マナ・クリッパー
3-0-3,478,4,756,ビビキー湾
3-0-4,-220,29,-180,ウルガラン山脈
3-0-5,-99,133,-20,熊爪嶽
3-0-6,35,4,-204,アットワ地溝
3-0-7,606,-7,-605,アットワ地溝
3-0-8,-166,14,-100,ソ・ジャ
3-0-9,0,-7,0,異界の口
3-0-10,29,-7,102,ムバルポロス旧市街
3-0-11,10,-29,-164,ムバルポロス新市街
3-0-12,0,-1,0,２７１６号採石場
3-0-13,-267,0,279,転移の間
3-0-15,0,-19,0,プロミヴォン
3-0-16,0,0,0,プロミヴォン
3-0-17,0,0,0,プロミヴォン
3-0-18,0,0,0,プロミヴォン
3-0-19,0,-19,0,プロミヴォン
3-0-20,0,0,0,プロミヴォン
3-0-21,0,0,0,プロミヴォン
3-0-22,0,0,0,プロミヴァン
3-0-23,-127,0,-407,ルフェーゼ野
3-0-24,-96,24,658,ミザレオ海岸
3-0-25,0,22,-22,タブナジア地下壕
3-0-26,180,0,60,フォミュナ水道
3-0-27,18,-1,1,フォミュナ水道
3-0-28,-56,0,-419,リヴェーヌ岩塊群サイトA01
3-0-29,182,0,341,リヴェーヌ岩塊群サイトB01
3-0-30,0,-2,0,帝龍の飛泉
3-0-31,0,0,0,海獅子BC
3-0-32,0,0,-550,アル・タユ
3-0-33,-220,0,61,不明
3-0-34,0,0,0,不明
3-0-35,0,0,0,不明
3-0-43,0,0,0,不明
3-0-44,0,0,0,不明
3-0-45,0,0,0,不明
3-0-46,0,0,0,不明
3-0-47,0,33,-93,不明
3-0-48,392,18,459,不明
3-0-49,0,0,0,不明
3-0-50,0,20,147,礼拝の間
3-0-51,0,-2,-24,礼拝の間
3-0-52,0,0,0,不明
3-3-82,0,0,0,不明
3-3-83,-419,40,-419,ボスディン氷河
3-5-1,0,0,0,プロミヴォン
3-5-2,836,7,456,バルクルム砂丘
3-5-3,-332,41,298,ブブリム半島
3-5-4,-262,19,318,クフィム島
3-5-5,0,22,11,タブナジア地下壕
3-5-6,100,0,-22,ゲルスパ野営陣
3-5-7,-353,2,-454,プルゴノルゴ島
4-0-0,0,0,0,不明
4-0-1,0,2,0,不明
4-0-2,29,0,-46,アルザビ
4-0-3,-16,0,0,アトルガン白門
4-0-6,-7,0,27,ナシュモ
4-0-7,459,15,22,イルルシ環礁
4-0-8,-19,1,-23,不明
4-0-9,-134,15,-140,不明
4-0-10,19,7,132,ナバゴ処刑場
4-0-11,0,2,0,不明
4-0-12,0,2,0,不明
4-0-13,-5,21,21,アシュタリフ号
4-0-14,34,21,76,ゼオルム火山
4-0-15,-20,-20,-434,ハルブーン
4-0-16,153,29,174,レベロス風穴
4-0-17,-10,15,-28,トロール系BC
4-0-18,76,-14,-150,マムーク
4-0-19,5,-2,-35,マムージャ兵訓練所
4-0-20,-1,-8,3,翡翠廟
4-0-21,-92,-36,-45,エジワ蘿洞
4-0-22,0,3,0,ルジャワン霊窟
4-0-24,0,0,0,コロセウム
4-0-25,7,3,-20,アルザダール海底遺跡群
4-0-26,10,0,10,ゼオルム遺構
4-0-27,10,0,10,アラパゴ遺構
4-0-28,10,0,10,バフラウ遺構
4-0-29,10,0,10,銀海遺構
4-0-30,5,0,5,ナイズル島
4-0-31,121,195,-42,ハルザム試験場
4-0-32,-429,-8,-586,カダーバの浮沼
4-0-33,0,0,0,皇民区モグハウス
4-1-99,720,15,222,ワジャーム森林
4-5-0,0,0,0,不明
4-5-1,0,0,0,不明
4-5-2,0,0,0,不明
4-5-3,0,0,0,不明
4-5-4,0,0,0,不明
4-5-7,0,0,0,アトルガン宮殿
4-5-106,-57,0,-80,チョコボサーキット
4-7-55,0,23,138,不明
5-0-0,0,0,0,南サンドリア
5-0-1,102,59,255,東ロンフォール
5-0-2,73,0,-6,ジャグナー森林
5-0-3,-20,32,317,ブンカール浦
5-0-4,0,0,0,バタリア丘陵
5-0-5,-80,-3,-242,ラヴォール村
5-0-6,-44,-20,-47,常花の石窟
5-0-7,-253,11,-40,バストゥーク商業区
5-0-8,379,-2,164,北グスタベルグ
5-0-9,-321,-15,-522,グロウベルグ
5-0-10,413,-24,413,パシュハウ沼
5-0-11,165,-24,404,ロランベリー耕地
5-0-12,-212,-1,-106,ベドー
5-0-13,-158,0,-239,ルホッツ銀山
5-0-14,-53,0,-170,ウィンダス水の区
5-0-15,0,0,0,西サルタバルタ
5-0-16,-108,68,-274,カルゴナルゴ城砦
5-0-17,-153,-5,-131,メリファト山地
5-0-18,160,-32,253,ソロムグ原野
5-0-19,42,0,-119,オズトロヤ城
5-0-20,-358,0,3,ゴユの空洞
5-0-21,403,0,42,ボスディン氷河
5-0-22,-129,15,-3,ザルカバード
5-0-23,498,-11,-21,ズヴァール城外郭
5-0-24,-273,53,-45,ズヴァール城内郭
5-0-25,0,0,0,王の間
5-0-26,-58,0,62,ガルレージュ要塞
5-0-27,198,32,-154,クロウラーの巣
5-0-28,185,27,-95,エルディーム古墳
5-0-29,-130,-5,-239,ウォークオブエコーズ
5-0-30,0,0,0,不明
5-0-31,0,0,0,不明
5-0-32,0,0,0,不明
9-0-0,-272,18,-643,不明
9-0-2,10,0,0,不明
9-0-3,10,0,0,不明
9-0-4,10,10,0,不明
9-0-5,10,10,0,不明
9-0-6,10,10,0,不明
9-0-7,-161,15,-179,不明
9-0-8,-22,13,-64,不明
9-0-9,10,0,0,不明
9-0-10,77,6,20,不明
9-0-11,10,8,0,不明
9-0-12,10,0,0,不明
9-0-13,10,0,0,不明
9-0-15,69,23,-60,不明
9-0-16,-59,-26,-84,不明
9-0-17,10,0,0,不明
9-0-19,10,0,0,不明
9-0-20,-207,-21,296,不明
9-0-21,10,0,0,不明
9-0-23,10,0,0,不明
9-0-24,10,0,0,不明
9-3-84,108,2,18,不明
9-3-85,105,2,-47,不明
9-5-48,0,5,0,不明
9-5-49,91,-1,12,不明
9-5-50,27,1,33,不明
9-5-51,-93,2,-78,不明
9-5-52,41,1,-103,不明
